### Instance Data ###

I (production plants):
8 17 40
8 18 71
8 19 88
8 20 128
8 21 19
8 22 22
8 23 76
8 24 17
8 25 58
8 26 62
8 27 69
8 28 21
8 29 82
9 0 38
9 1 26
9 2 57
9 3 5
9 4 51
9 5 55
9 6 79
9 7 39
9 8 47
9 9 70
9 10 97
9 11 62
9 12 7
9 13 25
9 14 36
9 15 48
9 16 74
9 17 25
9 18 49
9 19 78
9 20 119
9 21 52
9 22 43
9 23 68
9 24 84
9 25 43
9 26 15
9 27 5
9 28 44
9 29 34
10 0 127
10 1 121
10 2 109
10 3 89
10 4 55
10 5 76
10 6 103
10 7 99
10 8 59
10 9 23
10 10 90
10 11 32
10 12 86
10 13 119
10 14 57
10 15 72
10 16 35
10 17 68
10 18 100
10 19 54
10 20 95
10 21 41
10 22 50
10 23 43
10 24 20
10 25 87
10 26 90
10 27 97
10 28 50
10 29 110
11 0 21
11 1 24
11 2 40
11 3 56
11 4 90
11 5 69
11 6 62
11 7 46
11 8 99
11 9 122
11 10 80
11 11 113
11 12 59
11 13 40
11 14 88
11 15 74
11 16 126
11 17 77
11 18 45
11 19 91
11 20 102
11 21 104
11 22 95
11 23 119
11 24 135
11 25 60
11 26 55
11 27 48
11 28 95
11 29 51
12 0 43
12 1 48
12 2 60
12 3 80
12 4 114
12 5 93
12 6 66
12 7 70
12 8 123
12 9 146
12 10 80
12 11 137
12 12 83
12 13 50
12 14 112
12 15 99
12 16 150
12 17 101
12 18 69
12 19 116
12 20 102
12 21 128
12 22 119
12 23 143
12 24 159
12 25 83
12 26 79
12 27 72
12 28 120
12 29 59
13 0 76
13 1 71
13 2 59
13 3 39
13 4 44
13 5 48
13 6 71
13 7 49
13 8 43
13 9 26
13 10 89
13 11 17
13 12 36
13 13 69
13 14 7
13 15 56
13 16 30
13 17 25
13 18 49
13 19 70
13 20 111
13 21 8
13 22 17
13 23 59
13 24 39
13 25 51
13 26 40
13 27 47
13 28 30
13 29 60
14 0 52
14 1 79
14 2 35
14 3 89
14 4 32
14 5 28
14 6 29
14 7 45
14 8 120
14 9 67
14 10 16
14 11 77
14 12 87
14 13 107
14 14 69
14 15 132
14 16 96
14 17 102
14 18 35
14 19 20
14 20 34
14 21 74
14 22 94
14 23 47
14 24 81
14 25 127
14 26 99
14 27 90
14 28 107
14 29 118

b_jr (transportation cost from centers C to regional centers R):
0 0 62
0 1 60
0 2 37
0 3 24
0 4 40
0 5 87
0 6 16
0 7 70
0 8 15
0 9 76
0 10 83
0 11 127
0 12 43
0 13 34
0 14 59
0 15 72
0 16 91
0 17 28
0 18 78
0 19 34
0 20 7
0 21 57
0 22 82
0 23 122
0 24 24
0 25 83
0 26 41
0 27 11
0 28 53
0 29 76
0 30 42
0 31 131
0 32 74
0 33 74
0 34 38
0 35 74
0 36 26
0 37 59
0 38 20
0 39 21
0 40 97
0 41 71
0 42 54
0 43 41
0 44 38
1 0 29
1 1 27
1 2 21
1 3 57
1 4 19
1 5 81
1 6 17
1 7 103
1 8 32
1 9 70
1 10 55
1 11 122
1 12 38
1 13 10
1 14 87
1 15 66
1 16 85
1 17 61
1 18 72
1 19 13
1 20 40
1 21 90
1 22 76
1 23 116
1 24 57
1 25 77
1 26 35
1 27 44
1 28 47
1 29 70
1 30 32
1 31 125
1 32 41
1 33 107
1 34 5
1 35 41
1 36 20
1 37 92
1 38 50
1 39 39
1 40 92
1 41 65
1 42 49
1 43 12
1 44 10
2 0 81
2 1 79
2 2 56
2 3 29
2 4 60
2 5 69
2 6 34
2 7 51
2 8 19
2 9 58
2 10 102
2 11 110
2 12 28
2 13 53
2 14 42
2 15 82
2 16 74
2 17 10
2 18 88
2 19 53
2 20 23
2 21 38
2 22 64
2 23 104
2 24 6
2 25 68
2 26 29
2 27 24
2 28 72
2 29 62
2 30 61
2 31 114
2 32 93
2 33 54
2 34 57
2 35 93
2 36 45
2 37 40
2 38 3
2 39 12
2 40 80
2 41 53
2 42 45
2 43 61
2 44 57
3 0 26
3 1 44
3 2 53
3 3 67
3 4 12
3 5 49
3 6 27
3 7 114
3 8 42
3 9 38
3 10 40
3 11 90
3 12 34
3 13 42
3 14 97
3 15 34
3 16 77
3 17 71
3 18 40
3 19 44
3 20 50
3 21 100
3 22 44
3 23 84
3 24 67
3 25 46
3 26 33
3 27 54
3 28 15
3 29 38
3 30 0
3 31 94
3 32 31
3 33 117
3 34 28
3 35 31
3 36 16
3 37 102
3 38 60
3 39 50
3 40 60
3 41 69
3 42 17
3 43 19
3 44 42
4 0 76
4 1 78
4 2 87
4 3 83
4 4 54
4 5 19
4 6 54
4 7 57
4 8 55
4 9 23
4 10 96
4 11 56
4 12 27
4 13 76
4 14 40
4 15 76
4 16 21
4 17 42
4 18 83
4 19 78
4 20 77
4 21 49
4 22 30
4 23 50
4 24 60
4 25 62
4 26 30
4 27 78
4 28 67
4 29 57
4 30 56
4 31 60
4 32 88
4 33 60
4 34 62
4 35 87
4 36 45
4 37 45
4 38 50
4 39 50
4 40 26
4 41 12
4 42 40
4 43 55
4 44 76
5 0 80
5 1 77
5 2 66
5 3 62
5 4 58
5 5 36
5 6 33
5 7 53
5 8 34
5 9 27
5 10 100
5 11 77
5 12 26
5 13 55
5 14 36
5 15 80
5 16 41
5 17 21
5 18 87
5 19 57
5 20 56
5 21 39
5 22 35
5 23 71
5 24 39
5 25 67
5 26 27
5 27 57
5 28 71
5 29 61
5 30 60
5 31 81
5 32 92
5 33 56
5 34 56
5 35 92
5 36 44
5 37 41
5 38 29
5 39 29
5 40 47
5 41 20
5 42 44
5 43 59
5 44 56
6 0 103
6 1 101
6 2 78
6 3 35
6 4 82
6 5 63
6 6 56
6 7 30
6 8 42
6 9 53
6 10 124
6 11 104
6 12 50
6 13 75
6 14 36
6 15 104
6 16 68
6 17 12
6 18 110
6 19 75
6 20 33
6 21 16
6 22 58
6 23 98
6 24 16
6 25 90
6 26 51
6 27 30
6 28 94
6 29 84
6 30 83
6 31 108
6 32 116
6 33 32
6 34 79
6 35 115
6 36 67
6 37 34
6 38 23
6 39 34
6 40 74
6 41 47
6 42 67
6 43 83
6 44 79
7 0 63
7 1 61
7 2 43
7 3 39
7 4 41
7 5 59
7 6 16
7 7 69
7 8 11
7 9 48
7 10 84
7 11 100
7 12 16
7 13 35
7 14 53
7 15 63
7 16 64
7 17 27
7 18 70
7 19 35
7 20 33
7 21 56
7 22 54
7 23 94
7 24 23
7 25 55
7 26 13
7 27 34
7 28 54
7 29 48
7 30 43
7 31 104
7 32 75
7 33 73
7 34 39
7 35 75
7 36 27
7 37 58
7 38 16
7 39 6
7 40 70
7 41 43
7 42 27
7 43 42
7 44 39
8 0 68
8 1 86
8 2 96
8 3 98
8 4 55
8 5 67
8 6 63
8 7 144
8 8 73
8 9 64
8 10 18
8 11 52
8 12 64
8 13 85
8 14 128
8 15 10
8 16 108
8 17 102
8 18 4
8 19 87
8 20 86
8 21 131
8 22 56
8 23 42
8 24 98
8 25 24
8 26 63
8 27 86
8 28 27
8 29 30
8 30 41
8 31 61
8 32 34
8 33 147
8 34 71
8 35 57
8 36 53
8 37 133
8 38 91
8 39 80
8 40 62
8 41 100
8 42 47
8 43 61
8 44 85
9 0 91
9 1 109
9 2 119
9 3 115
9 4 78
9 5 15
9 6 86
9 7 91
9 8 87
9 9 26
9 10 62
9 11 24
9 12 59
9 13 108
9 14 75
9 15 41
9 16 55
9 17 74
9 18 48
9 19 110
9 20 109
9 21 81
9 22 20
9 23 19
9 24 92
9 25 28
9 26 61
9 27 109
9 28 50
9 29 26
9 30 64
9 31 28
9 32 57
9 33 95
9 34 94
9 35 80
9 36 76
9 37 80
9 38 82
9 39 81
9 40 9
9 41 47
9 42 48
9 43 84
9 44 108
10 0 121
10 1 118
10 2 96
10 3 48
10 4 99
10 5 64
10 6 74
10 7 17
10 8 59
10 9 68
10 10 142
10 11 91
10 12 67
10 13 93
10 14 23
10 15 121
10 16 55
10 17 30
10 18 128
10 19 92
10 20 51
10 21 14
10 22 76
10 23 91
10 24 34
10 25 108
10 26 68
10 27 47
10 28 112
10 29 102
10 30 101
10 31 95
10 32 133
10 33 19
10 34 97
10 35 133
10 36 85
10 37 21
10 38 41
10 39 51
10 40 70
10 41 34
10 42 85
10 43 100
10 44 97
11 0 83
11 1 101
11 2 110
11 3 106
11 4 69
11 5 25
11 6 77
11 7 102
11 8 78
11 9 22
11 10 51
11 11 33
11 12 50
11 13 99
11 14 86
11 15 31
11 16 66
11 17 66
11 18 37
11 19 102
11 20 100
11 21 89
11 22 14
11 23 27
11 24 83
11 25 17
11 26 53
11 27 101
11 28 41
11 29 18
11 30 56
11 31 36
11 32 49
11 33 105
11 34 85
11 35 71
11 36 68
11 37 91
11 38 73
11 39 73
11 40 20
11 41 58
11 42 39
11 43 76
11 44 99
12 0 29
12 1 47
12 2 56
12 3 66
12 4 15
12 5 47
12 6 25
12 7 112
12 8 40
12 9 36
12 10 41
12 11 87
12 12 32
12 13 45
12 14 96
12 15 31
12 16 76
12 17 70
12 18 37
12 19 47
12 20 49
12 21 99
12 22 41
12 23 81
12 24 66
12 25 43
12 26 31
12 27 53
12 28 12
12 29 35
12 30 2
12 31 91
12 32 33
12 33 115
12 34 31
12 35 32
12 36 15
12 37 101
12 38 59
12 39 48
12 40 57
12 41 68
12 42 15
12 43 22
12 44 45
13 0 3
13 1 14
13 2 23
13 3 85
13 4 20
13 5 79
13 6 45
13 7 132
13 8 60
13 9 69
13 10 54
13 11 120
13 12 52
13 13 27
13 14 116
13 15 64
13 16 96
13 17 90
13 18 70
13 19 27
13 20 69
13 21 119
13 22 74
13 23 114
13 24 86
13 25 76
13 26 51
13 27 73
13 28 45
13 29 68
13 30 30
13 31 124
13 32 38
13 33 135
13 34 22
13 35 15
13 36 34
13 37 120
13 38 79
13 39 68
13 40 90
13 41 88
13 42 47
13 43 19
13 44 23
14 0 58
14 1 76
14 2 85
14 3 81
14 4 44
14 5 17
14 6 52
14 7 94
14 8 53
14 9 14
14 10 59
14 11 58
14 12 25
14 13 74
14 14 78
14 15 39
14 16 58
14 17 52
14 18 46
14 19 76
14 20 75
14 21 81
14 22 12
14 23 52
14 24 58
14 25 25
14 26 28
14 27 76
14 28 29
14 29 19
14 30 31
14 31 62
14 32 51
14 33 97
14 34 60
14 35 50
14 36 43
14 37 82
14 38 48
14 39 48
14 40 28
14 41 50
14 42 14
14 43 51
14 44 74
15 0 44
15 1 62
15 2 72
15 3 111
15 4 45
15 5 80
15 6 71
15 7 157
15 8 85
15 9 77
15 10 5
15 11 72
15 12 77
15 13 61
15 14 141
15 15 23
15 16 121
15 17 115
15 18 22
15 19 63
15 20 94
15 21 144
15 22 69
15 23 66
15 24 111
15 25 37
15 26 76
15 27 98
15 28 33
15 29 43
15 30 44
15 31 75
15 32 11
15 33 160
15 34 48
15 35 33
15 36 60
15 37 146
15 38 104
15 39 93
15 40 75
15 41 113
15 42 60
15 43 44
15 44 60
16 0 95
16 1 114
16 2 123
16 3 119
16 4 82
16 5 44
16 6 90
16 7 121
16 8 91
16 9 41
16 10 45
16 11 29
16 12 63
16 13 112
16 14 105
16 15 35
16 16 85
16 17 79
16 18 29
16 19 114
16 20 113
16 21 107
16 22 33
16 23 17
16 24 96
16 25 23
16 26 66
16 27 113
16 28 54
16 29 31
16 30 69
16 31 37
16 32 61
16 33 124
16 34 98
16 35 84
16 36 81
16 37 109
16 38 86
16 39 86
16 40 39
16 41 76
16 42 52
16 43 89
16 44 112
17 0 46
17 1 65
17 2 74
17 3 80
17 4 33
17 5 50
17 6 41
17 7 127
17 8 55
17 9 47
17 10 26
17 11 69
17 12 47
17 13 63
17 14 111
17 15 14
17 16 91
17 17 85
17 18 20
17 19 65
17 20 64
17 21 113
17 22 39
17 23 64
17 24 81
17 25 25
17 26 46
17 27 68
17 28 5
17 29 18
17 30 19
17 31 73
17 32 18
17 33 130
17 34 49
17 35 35
17 36 31
17 37 115
17 38 73
17 39 63
17 40 45
17 41 82
17 42 30
17 43 39
17 44 63
18 0 73
18 1 71
18 2 48
18 3 38
18 4 52
18 5 60
18 6 26
18 7 59
18 8 11
18 9 49
18 10 94
18 11 101
18 12 19
18 13 45
18 14 43
18 15 73
18 16 64
18 17 17
18 18 80
18 19 45
18 20 32
18 21 46
18 22 55
18 23 95
18 24 15
18 25 60
18 26 21
18 27 33
18 28 64
18 29 54
18 30 53
18 31 104
18 32 85
18 33 63
18 34 49
18 35 85
18 36 37
18 37 48
18 38 6
18 39 5
18 40 71
18 41 44
18 42 37
18 43 53
18 44 49
19 0 102
19 1 100
19 2 89
19 3 85
19 4 81
19 5 46
19 6 56
19 7 30
19 8 56
19 9 49
19 10 123
19 11 61
19 12 49
19 13 78
19 14 14
19 15 103
19 16 18
19 17 44
19 18 109
19 19 80
19 20 79
19 21 51
19 22 57
19 23 72
19 24 62
19 25 89
19 26 50
19 27 79
19 28 93
19 29 83
19 30 82
19 31 58
19 32 115
19 33 33
19 34 78
19 35 114
19 36 66
19 37 19
19 38 52
19 39 51
19 40 51
19 41 13
19 42 66
19 43 82
19 44 78
20 0 143
20 1 141
20 2 118
20 3 60
20 4 122
20 5 87
20 6 96
20 7 10
20 8 81
20 9 90
20 10 164
20 11 101
20 12 89
20 13 115
20 14 26
20 15 144
20 16 46
20 17 52
20 18 150
20 19 115
20 20 73
20 21 26
20 22 98
20 23 113
20 24 56
20 25 130
20 26 91
20 27 69
20 28 134
20 29 124
20 30 123
20 31 93
20 32 155
20 33 7
20 34 119
20 35 155
20 36 107
20 37 21
20 38 63
20 39 74
20 40 92
20 41 54
20 42 107
20 43 123
20 44 119
21 0 74
21 1 92
21 2 101
21 3 97
21 4 60
21 5 22
21 6 68
21 7 99
21 8 69
21 9 18
21 10 55
21 11 42
21 12 41
21 13 90
21 14 82
21 15 34
21 16 62
21 17 56
21 18 41
21 19 92
21 20 91
21 21 85
21 22 10
21 23 36
21 24 74
21 25 21
21 26 44
21 27 92
21 28 32
21 29 15
21 30 47
21 31 46
21 32 46
21 33 102
21 34 76
21 35 62
21 36 59
21 37 87
21 38 64
21 39 64
21 40 17
21 41 54
21 42 30
21 43 67
21 44 90
22 0 65
22 1 83
22 2 92
22 3 88
22 4 51
22 5 42
22 6 59
22 7 119
22 8 60
22 9 38
22 10 34
22 11 51
22 12 39
22 13 81
22 14 103
22 15 14
22 16 83
22 17 77
22 18 21
22 19 83
22 20 82
22 21 105
22 22 31
22 23 45
22 24 73
22 25 7
22 26 38
22 27 83
22 28 23
22 29 4
22 30 38
22 31 55
22 32 30
22 33 122
22 34 67
22 35 53
22 36 50
22 37 107
22 38 65
22 39 55
22 40 37
22 41 74
22 42 22
22 43 58
22 44 81
23 0 91
23 1 107
23 2 116
23 3 112
23 4 75
23 5 35
23 6 83
23 7 46
23 8 84
23 9 38
23 10 112
23 11 50
23 12 56
23 13 105
23 14 40
23 15 92
23 16 8
23 17 72
23 18 98
23 19 107
23 20 106
23 21 78
23 22 46
23 23 61
23 24 89
23 25 78
23 26 59
23 27 107
23 28 82
23 29 72
23 30 71
23 31 41
23 32 103
23 33 44
23 34 91
23 35 103
23 36 74
23 37 42
23 38 79
23 39 79
23 40 40
23 41 29
23 42 55
23 43 82
23 44 105
24 0 105
24 1 123
24 2 132
24 3 128
24 4 91
24 5 29
24 6 99
24 7 105
24 8 100
24 9 40
24 10 55
24 11 14
24 12 72
24 13 121
24 14 89
24 15 44
24 16 69
24 17 88
24 18 38
24 19 123
24 20 122
24 21 94
24 22 34
24 23 5
24 24 105
24 25 33
24 26 75
24 27 123
24 28 63
24 29 40
24 30 78
24 31 22
24 32 70
24 33 109
24 34 107
24 35 93
24 36 90
24 37 94
24 38 95
24 39 95
24 40 23
24 41 61
24 42 61
24 43 98
24 44 121
25 0 28
25 1 46
25 2 56
25 3 106
25 4 40
25 5 75
25 6 65
25 7 152
25 8 80
25 9 72
25 10 21
25 11 88
25 12 72
25 13 47
25 14 136
25 15 32
25 16 116
25 17 110
25 18 38
25 19 47
25 20 89
25 21 139
25 22 64
25 23 82
25 24 106
25 25 43
25 26 71
25 27 93
25 28 28
25 29 38
25 30 39
25 31 91
25 32 6
25 33 155
25 34 43
25 35 17
25 36 55
25 37 141
25 38 99
25 39 88
25 40 70
25 41 108
25 42 55
25 43 39
25 44 45
26 0 24
26 1 43
26 2 52
26 3 78
26 4 12
26 5 51
26 6 37
26 7 124
26 8 52
26 9 44
26 10 29
26 11 91
26 12 44
26 13 41
26 14 108
26 15 35
26 16 88
26 17 82
26 18 41
26 19 43
26 20 61
26 21 111
26 22 46
26 23 85
26 24 78
26 25 47
26 26 43
26 27 65
26 28 16
26 29 39
26 30 11
26 31 95
26 32 21
26 33 127
26 34 27
26 35 20
26 36 27
26 37 112
26 38 71
26 39 60
26 40 61
26 41 80
26 42 27
26 43 18
26 44 41
27 0 18
27 1 36
27 2 45
27 3 68
27 4 4
27 5 57
27 6 28
27 7 114
27 8 43
27 9 46
27 10 39
27 11 98
27 12 35
27 13 34
27 14 98
27 15 42
27 16 78
27 17 72
27 18 48
27 19 37
27 20 51
27 21 101
27 22 52
27 23 92
27 24 68
27 25 53
27 26 33
27 27 55
27 28 23
27 29 46
27 30 8
27 31 102
27 32 30
27 33 117
27 34 20
27 35 30
27 36 17
27 37 103
27 38 61
27 39 50
27 40 68
27 41 70
27 42 25
27 43 11
27 44 34
28 0 65
28 1 83
28 2 93
28 3 89
28 4 52
28 5 55
28 6 60
28 7 132
28 8 61
28 9 52
28 10 21
28 11 51
28 12 52
28 13 82
28 14 116
28 15 4
28 16 96
28 17 90
28 18 8
28 19 84
28 20 83
28 21 119
28 22 44
28 23 45
28 24 86
28 25 12
28 26 51
28 27 83
28 28 24
28 29 18
28 30 38
28 31 54
28 32 31
28 33 135
28 34 68
28 35 54
28 36 50
28 37 120
28 38 79
28 39 68
28 40 50
28 41 88
28 42 35
28 43 58
28 44 82
29 0 10
29 1 23
29 2 35
29 3 97
29 4 31
29 5 70
29 6 56
29 7 143
29 8 71
29 9 63
29 10 44
29 11 111
29 12 63
29 13 38
29 14 127
29 15 55
29 16 107
29 17 101
29 18 61
29 19 38
29 20 80
29 21 130
29 22 65
29 23 105
29 24 97
29 25 66
29 26 62
29 27 84
29 28 36
29 29 59
29 30 30
29 31 115
29 32 29
29 33 146
29 34 34
29 35 6
29 36 46
29 37 132
29 38 90
29 39 79
29 40 81
29 41 99
29 42 46
29 43 30
29 44 34

p_i (production capacity of plants I):
99 99 95 90 98 83 81 91 94 91 93 90 91 86 94

q_j (supply capacity of distribution centers C):
0 275
1 485
2 198
3 192
4 295
5 131
6 312
7 292
8 356
9 235
10 189
11 386
12 292
13 288
14 135
15 251
16 162
17 235
18 357
19 409
20 264
21 128
22 294
23 126
24 400
25 298
26 252
27 155
28 338
29 393

c_j (activation cost of distribution centers C):
0 1137
1 1242
2 1099
3 1096
4 1147
5 1065
6 1156
7 1146
8 1178
9 1117
10 1094
11 1193
12 1146
13 1144
14 1067
15 1125
16 1081
17 1117
18 1178
19 1204
20 1132
21 1064
22 1147
23 1063
24 1200
25 1149
26 1126
27 1077
28 1169
29 1196

d_r (demand of regional centers R):
0 25
1 20
2 33
3 22
4 33
5 27
6 20
7 34
8 37
9 22
10 26
11 8
12 16
13 12
14 6
15 32
16 36
17 13
18 35
19 39
20 7
21 35
22 39
23 14
24 25
25 28
26 19
27 7
28 34
29 37
30 23
31 5
32 25
33 29
34 19
35 9
36 21
37 23
38 15
39 31
40 27
41 32
42 7
43 5
44 36

N_c (set of plants that can serve each distribution center j):
0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
1: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
9: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14]
10: [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14]
11: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
12: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
13: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
14: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
15: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
16: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14]
17: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
18: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
19: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
20: [1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14]
21: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
22: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
23: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
24: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14]
25: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
26: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
27: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
28: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]
29: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]

T_r (set of distribution centers that can serve each regional center r):
0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
1: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29]
