### Instance Data ###

I (production plants):
7 32 90
7 33 7
7 34 88
7 35 87
7 36 119
7 37 44
7 38 41
7 39 86
7 40 12
7 41 52
7 42 87
7 43 28
7 44 18
7 45 42
7 46 50
7 47 35
7 48 136
7 49 71
7 50 58
7 51 54
7 52 121
7 53 79
7 54 69
7 55 50
7 56 88
7 57 35
7 58 62
7 59 85
8 0 42
8 1 8
8 2 40
8 3 71
8 4 88
8 5 128
8 6 19
8 7 22
8 8 76
8 9 17
8 10 58
8 11 62
8 12 69
8 13 21
8 14 82
8 15 87
8 16 105
8 17 114
8 18 110
8 19 73
8 20 41
8 21 81
8 22 118
8 23 82
8 24 38
8 25 37
8 26 29
8 27 54
8 28 103
8 29 102
8 30 26
8 31 82
8 32 76
8 33 21
8 34 106
8 35 104
8 36 105
8 37 30
8 38 23
8 39 87
8 40 15
8 41 57
8 42 105
8 43 45
8 44 22
8 45 60
8 46 35
8 47 53
8 48 121
8 49 89
8 50 75
8 51 72
8 52 107
8 53 77
8 54 77
8 55 36
8 56 74
8 57 43
8 58 80
8 59 103
9 0 48
9 1 74
9 2 25
9 3 49
9 4 78
9 5 119
9 6 52
9 7 43
9 8 68
9 9 84
9 10 43
9 11 15
9 12 5
9 13 44
9 14 34
9 15 24
9 16 39
9 17 48
9 18 62
9 19 7
9 20 54
9 21 22
9 22 108
9 23 37
9 24 43
9 25 45
9 26 95
9 27 29
9 28 37
9 29 92
9 30 39
9 31 72
9 32 66
9 33 45
9 34 39
9 35 45
9 36 95
9 37 49
9 38 89
9 39 62
9 40 51
9 41 28
9 42 49
9 43 20
9 44 43
9 45 5
9 46 99
9 47 36
9 48 112
9 49 23
9 50 36
9 51 11
9 52 97
9 53 55
9 54 45
9 55 65
9 56 64
9 57 22
9 58 14
9 59 37
10 0 72
10 1 35
10 2 68
10 3 100
10 4 54
10 5 95
10 6 41
10 7 50
10 8 43
10 9 20
10 10 87
10 11 90
10 12 97
10 13 50
10 14 110
10 15 115
10 16 133
10 17 143
10 18 139
10 19 102
10 20 39
10 21 110
10 22 85
10 23 111
10 24 50
10 25 68
10 26 6
10 27 83
10 28 132
10 29 69
10 30 54
10 31 49
10 32 98
10 33 54
10 34 134
10 35 133
10 36 105
10 37 44
10 38 17
10 39 116
10 40 43
10 41 85
10 42 133
10 43 74
10 44 50
10 45 88
10 46 4
10 47 81
10 48 88
10 49 118
10 50 104
10 51 100
10 52 74
10 53 106
10 54 105
10 55 29
10 56 55
10 57 72
10 58 108
10 59 132
11 0 74
11 1 126
11 2 77
11 3 45
11 4 91
11 5 102
11 6 104
11 7 95
11 8 119
11 9 135
11 10 60
11 11 55
11 12 48
11 13 95
11 14 51
11 15 41
11 16 38
11 17 16
11 18 45
11 19 43
11 20 106
11 21 35
11 22 92
11 23 34
11 24 95
11 25 80
11 26 146
11 27 62
11 28 13
11 29 78
11 30 91
11 31 110
11 32 49
11 33 97
11 34 12
11 35 28
11 36 78
11 37 101
11 38 141
11 39 46
11 40 102
11 41 60
11 42 33
11 43 71
11 44 95
11 45 57
11 46 150
11 47 64
11 48 95
11 49 27
11 50 53
11 51 45
11 52 80
11 53 39
11 54 40
11 55 116
11 56 90
11 57 73
11 58 37
11 59 17
12 0 99
12 1 150
12 2 101
12 3 69
12 4 116
12 5 102
12 6 128
12 7 119
12 8 143
12 9 159
12 10 83
12 11 79
12 12 72
12 13 120
12 14 59
12 15 54
12 16 38
12 17 26
12 18 45
12 19 67
12 20 130
12 21 59
12 22 97
12 23 59
12 24 119
12 25 104
12 26 171
12 27 87
12 28 38
12 29 102
12 30 115
12 31 134
12 32 71
12 33 121
12 34 35
12 35 36
12 36 78
12 37 125
12 38 165
12 39 54
12 40 126
12 41 84
12 42 36
12 43 95
12 44 119
12 45 81
12 46 174
12 47 88
12 48 99
12 49 51
12 50 65
12 51 69
12 52 101
12 53 63
12 54 64
12 55 141
12 56 114
12 57 98
12 58 61
12 59 38
13 0 56
13 1 30
13 2 25
13 3 49
13 4 70
13 5 111
13 6 8
13 7 17
13 8 59
13 9 39
13 10 51
13 11 40
13 12 47
13 13 30
13 14 60
13 15 65
13 16 83
13 17 92
13 18 88
13 19 51
13 20 24
13 21 59
13 22 101
13 23 60
13 24 21
13 25 52
13 26 51
13 27 32
13 28 81
13 29 85
13 30 32
13 31 65
13 32 59
13 33 39
13 34 84
13 35 82
13 36 88
13 37 13
13 38 45
13 39 65
13 40 18
13 41 35
13 42 83
13 43 23
13 44 12
13 45 38
13 46 54
13 47 44
13 48 104
13 49 67
13 50 54
13 51 50
13 52 89
13 53 55
13 54 55
13 55 21
13 56 57
13 57 21
13 58 58
13 59 81
14 0 132
14 1 96
14 2 102
14 3 35
14 4 20
14 5 34
14 6 74
14 7 94
14 8 47
14 9 81
14 10 127
14 11 99
14 12 90
14 13 107
14 14 118
14 15 108
14 16 106
14 17 83
14 18 65
14 19 87
14 20 52
14 21 61
14 22 24
14 23 46
14 24 55
14 25 129
14 26 75
14 27 55
14 28 80
14 29 8
14 30 109
14 31 38
14 32 24
14 33 115
14 34 80
14 35 59
14 36 30
14 37 63
14 38 78
14 39 41
14 40 95
14 41 56
14 42 59
14 43 99
14 44 89
14 45 88
14 46 78
14 47 121
14 48 27
14 49 84
14 50 120
14 51 72
14 52 13
14 53 32
14 54 39
14 55 57
14 56 19
14 57 72
14 58 88
14 59 84
15 0 86
15 1 107
15 2 58
15 3 26
15 4 72
15 5 81
15 6 85
15 7 76
15 8 100
15 9 116
15 10 81
15 11 53
15 12 43
15 13 76
15 14 72
15 15 62
15 16 60
15 17 37
15 18 24
15 19 40
15 20 87
15 21 16
15 22 70
15 23 15
15 24 76
15 25 83
15 26 127
15 27 43
15 28 34
15 29 59
15 30 72
15 31 91
15 32 28
15 33 78
15 34 34
15 35 7
15 36 57
15 37 82
15 38 122
15 39 24
15 40 83
15 41 41
15 42 11
15 43 53
15 44 76
15 45 42
15 46 131
15 47 74
15 48 74
15 49 38
15 50 74
15 51 26
15 52 59
15 53 20
15 54 21
15 55 97
15 56 71
15 57 54
15 58 41
15 59 38
16 0 53
16 1 101
16 2 52
16 3 43
16 4 73
16 5 114
16 6 79
16 7 70
16 8 94
16 9 110
16 10 48
16 11 30
16 12 23
16 13 71
16 14 39
16 15 29
16 16 27
16 17 21
16 18 57
16 19 19
16 20 81
16 21 17
16 22 103
16 23 32
16 24 70
16 25 55
16 26 122
16 27 38
16 28 10
16 29 87
16 30 66
16 31 85
16 32 61
16 33 72
16 34 13
16 35 40
16 36 90
16 37 76
16 38 116
16 39 57
16 40 77
16 41 35
16 42 44
16 43 47
16 44 70
16 45 32
16 46 125
16 47 41
16 48 107
16 49 5
16 50 41
16 51 20
16 52 92
16 53 50
16 54 39
16 55 92
16 56 65
16 57 49
16 58 12
16 59 10
17 0 105
17 1 89
17 2 75
17 3 9
17 4 55
17 5 61
17 6 67
17 7 67
17 8 82
17 9 98
17 10 100
17 11 72
17 12 63
17 13 80
17 14 91
17 15 81
17 16 79
17 17 56
17 18 29
17 19 60
17 20 69
17 21 34
17 22 51
17 23 19
17 24 58
17 25 102
17 26 110
17 27 28
17 28 53
17 29 42
17 30 82
17 31 74
17 32 10
17 33 88
17 34 53
17 35 23
17 36 38
17 37 64
17 38 104
17 39 6
17 40 68
17 41 29
17 42 24
17 43 72
17 44 62
17 45 61
17 46 114
17 47 93
17 48 54
17 49 57
17 50 93
17 51 45
17 52 40
17 53 3
17 54 12
17 55 80
17 56 53
17 57 45
17 58 61
17 59 57
18 0 43
18 1 69
18 2 20
18 3 54
18 4 83
18 5 124
18 6 47
18 7 38
18 8 72
18 9 79
18 10 38
18 11 10
18 12 7
18 13 39
18 14 29
18 15 26
18 16 44
18 17 53
18 18 67
18 19 12
18 20 49
18 21 27
18 22 114
18 23 42
18 24 38
18 25 40
18 26 90
18 27 34
18 28 42
18 29 97
18 30 34
18 31 77
18 32 71
18 33 40
18 34 44
18 35 50
18 36 100
18 37 44
18 38 84
18 39 67
18 40 46
18 41 33
18 42 54
18 43 15
18 44 38
18 45 0
18 46 94
18 47 31
18 48 117
18 49 28
18 50 31
18 51 16
18 52 102
18 53 60
18 54 50
18 55 60
18 56 69
18 57 17
18 58 19
18 59 42
19 0 100
19 1 64
19 2 70
19 3 44
19 4 26
19 5 67
19 6 41
19 7 62
19 8 29
19 9 48
19 10 95
19 11 67
19 12 57
19 13 75
19 14 86
19 15 76
19 16 78
19 17 87
19 18 83
19 19 54
19 20 19
19 21 54
19 22 57
19 23 55
19 24 23
19 25 96
19 26 56
19 27 27
19 28 76
19 29 40
19 30 76
19 31 21
19 32 42
19 33 83
19 34 78
19 35 77
19 36 49
19 37 30
19 38 50
19 39 60
19 40 62
19 41 30
19 42 78
19 43 67
19 44 57
19 45 56
19 46 60
19 47 88
19 48 60
19 49 62
19 50 87
19 51 45
19 52 45
19 53 50
19 54 50
19 55 26
19 56 12
19 57 40
19 58 55
19 59 76
20 0 104
20 1 68
20 2 74
20 3 23
20 4 22
20 5 63
20 6 45
20 7 66
20 8 50
20 9 66
20 10 99
20 11 71
20 12 61
20 13 79
20 14 90
20 15 80
20 16 77
20 17 66
20 18 62
20 19 58
20 20 36
20 21 33
20 22 53
20 23 34
20 24 27
20 25 100
20 26 77
20 27 26
20 28 55
20 29 36
20 30 80
20 31 41
20 32 21
20 33 87
20 34 57
20 35 56
20 36 39
20 37 35
20 38 71
20 39 39
20 40 67
20 41 27
20 42 57
20 43 71
20 44 61
20 45 60
20 46 81
20 47 92
20 48 56
20 49 56
20 50 92
20 51 44
20 52 41
20 53 29
20 54 29
20 55 47
20 56 20
20 57 44
20 58 59
20 59 56
21 0 127
21 1 91
21 2 97
21 3 30
21 4 49
21 5 39
21 6 69
21 7 89
21 8 77
21 9 93
21 10 122
21 11 94
21 12 85
21 13 102
21 14 113
21 15 103
21 16 101
21 17 78
21 18 35
21 19 82
21 20 63
21 21 56
21 22 30
21 23 42
21 24 53
21 25 124
21 26 104
21 27 50
21 28 75
21 29 36
21 30 104
21 31 68
21 32 12
21 33 110
21 34 75
21 35 33
21 36 16
21 37 58
21 38 98
21 39 16
21 40 90
21 41 51
21 42 30
21 43 94
21 44 84
21 45 83
21 46 108
21 47 116
21 48 32
21 49 79
21 50 115
21 51 67
21 52 34
21 53 23
21 54 34
21 55 74
21 56 47
21 57 67
21 58 83
21 59 79
22 0 87
22 1 79
22 2 57
22 3 10
22 4 45
22 5 80
22 6 57
22 7 49
22 8 72
22 9 88
22 10 82
22 11 54
22 12 44
22 13 62
22 14 73
22 15 63
22 16 61
22 17 43
22 18 39
22 19 41
22 20 59
22 21 16
22 22 69
22 23 11
22 24 48
22 25 84
22 26 100
22 27 16
22 28 35
22 29 53
22 30 63
22 31 64
22 32 27
22 33 70
22 34 35
22 35 33
22 36 56
22 37 54
22 38 94
22 39 23
22 40 55
22 41 13
22 42 34
22 43 54
22 44 48
22 45 43
22 46 104
22 47 75
22 48 73
22 49 39
22 50 75
22 51 27
22 52 58
22 53 16
22 54 6
22 55 70
22 56 43
22 57 27
22 58 42
22 59 39
23 0 24
23 1 27
23 2 21
23 3 84
23 4 114
23 5 154
23 6 45
23 7 25
23 8 103
23 9 38
23 10 40
23 11 43
23 12 50
23 13 12
23 14 63
23 15 68
23 16 86
23 17 96
23 18 98
23 19 55
23 20 67
23 21 63
23 22 144
23 23 73
23 24 64
23 25 18
23 26 52
23 27 64
23 28 85
23 29 128
23 30 10
23 31 108
23 32 102
23 33 4
23 34 87
23 35 86
23 36 131
23 37 56
23 38 42
23 39 98
23 40 24
23 41 63
23 42 86
23 43 27
23 44 30
23 45 41
23 46 61
23 47 34
23 48 147
23 49 71
23 50 57
23 51 53
23 52 133
23 53 91
23 54 80
23 55 62
23 56 100
23 57 47
23 58 61
23 59 85
24 0 65
24 1 29
24 2 44
24 3 76
24 4 61
24 5 102
24 6 17
24 7 27
24 8 50
24 9 13
24 10 63
24 11 66
24 12 73
24 13 40
24 14 86
24 15 91
24 16 109
24 17 119
24 18 115
24 19 78
24 20 15
24 21 86
24 22 91
24 23 87
24 24 26
24 25 62
24 26 24
24 27 59
24 28 108
24 29 75
24 30 41
24 31 55
24 32 74
24 33 48
24 34 110
24 35 109
24 36 81
24 37 20
24 38 19
24 39 92
24 40 28
24 41 61
24 42 109
24 43 50
24 44 26
24 45 64
24 46 28
24 47 57
24 48 95
24 49 94
24 50 80
24 51 76
24 52 80
24 53 82
24 54 81
24 55 9
24 56 47
24 57 48
24 58 84
24 59 108
25 0 145
25 1 109
25 2 115
25 3 47
25 4 36
25 5 22
25 6 87
25 7 107
25 8 64
25 9 93
25 10 140
25 11 112
25 12 102
25 13 120
25 14 131
25 15 121
25 16 118
25 17 96
25 18 48
25 19 99
25 20 64
25 21 74
25 22 17
25 23 59
25 24 68
25 25 142
25 26 91
25 27 67
25 28 93
25 29 23
25 30 121
25 31 55
25 32 30
25 33 128
25 34 92
25 35 51
25 36 14
25 37 76
25 38 91
25 39 34
25 40 108
25 41 68
25 42 47
25 43 112
25 44 102
25 45 101
25 46 95
25 47 133
25 48 19
25 49 97
25 50 133
25 51 85
25 52 21
25 53 41
25 54 51
25 55 70
25 56 34
25 57 85
25 58 100
25 59 97
26 0 55
26 1 18
26 2 36
26 3 67
26 4 71
26 5 112
26 6 9
26 7 18
26 8 60
26 9 21
26 10 54
26 11 58
26 12 65
26 13 29
26 14 78
26 15 83
26 16 101
26 17 110
26 18 106
26 19 69
26 20 25
26 21 77
26 22 102
26 23 78
26 24 22
26 25 51
26 26 33
26 27 50
26 28 99
26 29 86
26 30 31
26 31 66
26 32 66
26 33 37
26 34 102
26 35 100
26 36 89
26 37 14
26 38 27
26 39 83
26 40 17
26 41 53
26 42 101
26 43 41
26 44 18
26 45 56
26 46 36
26 47 49
26 48 105
26 49 85
26 50 71
26 51 68
26 52 91
26 53 73
26 54 73
26 55 20
26 56 58
26 57 39
26 58 76
26 59 99
27 0 45
27 1 66
27 2 17
27 3 52
27 4 81
27 5 122
27 6 45
27 7 36
27 8 70
27 9 76
27 10 40
27 11 11
27 12 10
27 13 36
27 14 31
27 15 29
27 16 47
27 17 56
27 18 66
27 19 15
27 20 47
27 21 25
27 22 112
27 23 40
27 24 36
27 25 41
27 26 87
27 27 32
27 28 45
27 29 96
27 30 31
27 31 76
27 32 70
27 33 37
27 34 47
27 35 49
27 36 99
27 37 41
27 38 81
27 39 66
27 40 43
27 41 31
27 42 53
27 43 12
27 44 35
27 45 2
27 46 91
27 47 33
27 48 115
27 49 31
27 50 32
27 51 15
27 52 101
27 53 59
27 54 48
27 55 57
27 56 68
27 57 15
27 58 22
27 59 45
28 0 48
28 1 99
28 2 50
28 3 72
28 4 101
28 5 142
28 6 78
28 7 68
28 8 93
28 9 109
28 10 32
28 11 28
28 12 22
28 13 69
28 14 11
28 15 3
28 16 14
28 17 23
28 18 85
28 19 20
28 20 79
28 21 45
28 22 132
28 23 60
28 24 69
28 25 54
28 26 120
28 27 52
28 28 27
28 29 116
28 30 64
28 31 96
28 32 90
28 33 70
28 34 27
28 35 69
28 36 119
28 37 74
28 38 114
28 39 86
28 40 76
28 41 51
28 42 73
28 43 45
28 44 68
28 45 30
28 46 124
28 47 38
28 48 135
28 49 22
28 50 15
28 51 34
28 52 120
28 53 79
28 54 68
28 55 90
28 56 88
28 57 47
28 58 19
28 59 23
29 0 63
29 1 37
29 2 32
29 3 42
29 4 63
29 5 104
29 6 15
29 7 24
29 8 52
29 9 47
29 10 58
29 11 33
29 12 39
29 13 38
29 14 52
29 15 58
29 16 76
29 17 85
29 18 81
29 19 44
29 20 17
29 21 52
29 22 94
29 23 53
29 24 14
29 25 59
29 26 58
29 27 25
29 28 74
29 29 78
29 30 39
29 31 58
29 32 52
29 33 46
29 34 76
29 35 75
29 36 81
29 37 12
29 38 52
29 39 58
29 40 25
29 41 28
29 42 76
29 43 29
29 44 19
29 45 31
29 46 62
29 47 51
29 48 97
29 49 60
29 50 50
29 51 43
29 52 82
29 53 48
29 54 48
29 55 28
29 56 50
29 57 14
29 58 51
29 59 74

b_jr (transportation cost from centers C to regional centers R):
0 0 141
0 1 82
0 2 54
0 3 91
0 4 75
0 5 50
0 6 83
0 7 129
0 8 89
0 9 45
0 10 105
0 11 48
0 12 101
0 13 24
0 14 86
0 15 79
0 16 21
0 17 125
0 18 69
0 19 42
0 20 54
0 21 91
0 22 90
0 23 85
0 24 74
0 25 93
0 26 105
0 27 82
0 28 83
0 29 105
0 30 150
0 31 78
0 32 128
0 33 42
0 34 52
0 35 14
0 36 56
0 37 82
0 38 6
0 39 101
0 40 148
0 41 89
0 42 47
0 43 45
0 44 54
0 45 85
0 46 97
0 47 92
0 48 55
0 49 92
0 50 57
0 51 12
0 52 10
0 53 73
0 54 81
0 55 92
0 56 100
0 57 133
0 58 44
0 59 2
0 60 121
0 61 8
0 62 23
0 63 16
0 64 81
0 65 67
0 66 120
0 67 19
0 68 136
0 69 43
0 70 113
0 71 60
0 72 22
0 73 76
0 74 130
0 75 64
0 76 68
0 77 86
0 78 44
0 79 74
0 80 60
0 81 21
0 82 111
0 83 50
0 84 41
0 85 67
0 86 103
0 87 135
0 88 38
0 89 48
1 0 104
1 1 50
1 2 17
1 3 142
1 4 92
1 5 55
1 6 47
1 7 93
1 8 141
1 9 96
1 10 94
1 11 99
1 12 116
1 13 75
1 14 50
1 15 35
1 16 33
1 17 100
1 18 93
1 19 78
1 20 29
1 21 55
1 22 53
1 23 49
1 24 125
1 25 56
1 26 157
1 27 134
1 28 47
1 29 68
1 30 114
1 31 42
1 32 101
1 33 68
1 34 10
1 35 53
1 36 62
1 37 50
1 38 49
1 39 85
1 40 112
1 41 117
1 42 43
1 43 96
1 44 34
1 45 136
1 46 148
1 47 100
1 48 107
1 49 55
1 50 75
1 51 63
1 52 41
1 53 34
1 54 30
1 55 56
1 56 151
1 57 96
1 58 47
1 59 54
1 60 85
1 61 42
1 62 40
1 63 61
1 64 45
1 65 44
1 66 83
1 67 71
1 68 100
1 69 94
1 70 77
1 71 111
1 72 54
1 73 40
1 74 94
1 75 34
1 76 120
1 77 49
1 78 96
1 79 23
1 80 23
1 81 72
1 82 109
1 83 7
1 84 92
1 85 119
1 86 121
1 87 99
1 88 81
1 89 11
2 0 110
2 1 52
2 2 45
2 3 93
2 4 44
2 5 19
2 6 53
2 7 99
2 8 91
2 9 47
2 10 74
2 11 50
2 12 70
2 13 26
2 14 56
2 15 76
2 16 15
2 17 95
2 18 44
2 19 29
2 20 23
2 21 61
2 22 59
2 23 64
2 24 76
2 25 63
2 26 107
2 27 85
2 28 54
2 29 74
2 30 120
2 31 48
2 32 98
2 33 18
2 34 50
2 35 15
2 36 25
2 37 52
2 38 36
2 39 70
2 40 118
2 41 68
2 42 16
2 43 47
2 44 24
2 45 86
2 46 99
2 47 61
2 48 58
2 49 61
2 50 26
2 51 17
2 52 30
2 53 71
2 54 79
2 55 62
2 56 102
2 57 102
2 58 14
2 59 28
2 60 91
2 61 34
2 62 8
2 63 13
2 64 51
2 65 36
2 66 89
2 67 39
2 68 106
2 69 45
2 70 83
2 71 62
2 72 7
2 73 70
2 74 100
2 75 33
2 76 70
2 77 65
2 78 47
2 79 72
2 80 57
2 81 40
2 82 81
2 83 47
2 84 43
2 85 70
2 86 73
2 87 105
2 88 31
2 89 45
3 0 43
3 1 30
3 2 76
3 3 61
3 4 22
3 5 47
3 6 61
3 7 31
3 8 60
3 9 77
3 10 13
3 11 52
3 12 36
3 13 86
3 14 68
3 15 108
3 16 75
3 17 28
3 18 28
3 19 55
3 20 51
3 21 38
3 22 82
3 23 96
3 24 57
3 25 44
3 26 76
3 27 53
3 28 86
3 29 59
3 30 53
3 31 67
3 32 30
3 33 54
3 34 81
3 35 83
3 36 41
3 37 30
3 38 104
3 39 4
3 40 51
3 41 37
3 42 50
3 43 72
3 44 45
3 45 55
3 46 67
3 47 19
3 48 57
3 49 51
3 50 40
3 51 84
3 52 97
3 53 102
3 54 110
3 55 30
3 56 70
3 57 35
3 58 52
3 59 95
3 60 23
3 61 101
3 62 74
3 63 80
3 64 41
3 65 36
3 66 67
3 67 107
3 68 38
3 69 66
3 70 50
3 71 71
3 72 75
3 73 102
3 74 32
3 75 45
3 76 50
3 77 97
3 78 65
3 79 103
3 80 89
3 81 107
3 82 28
3 83 79
3 84 64
3 85 49
3 86 40
3 87 38
3 88 58
3 89 77
4 0 16
4 1 44
4 2 72
4 3 107
4 4 57
4 5 76
4 6 43
4 7 33
4 8 106
4 9 107
4 10 59
4 11 81
4 12 82
4 13 116
4 14 40
4 15 62
4 16 105
4 17 65
4 18 59
4 19 84
4 20 72
4 21 35
4 22 36
4 23 50
4 24 91
4 25 33
4 26 122
4 27 99
4 28 43
4 29 22
4 30 25
4 31 48
4 32 67
4 33 84
4 34 79
4 35 112
4 36 70
4 37 44
4 38 133
4 39 50
4 40 21
4 41 83
4 42 79
4 43 101
4 44 72
4 45 101
4 46 114
4 47 65
4 48 86
4 49 35
4 50 69
4 51 114
4 52 126
4 53 56
4 54 64
4 55 34
4 56 116
4 57 41
4 58 82
4 59 124
4 60 42
4 61 130
4 62 103
4 63 110
4 64 45
4 65 59
